,vv_1,vv_2,vv_3,vv_4,vv_5,vv_6,vv_7,vv_8,vv_9,vv_10,vv_11,vv_12,vv_13,vv_14,vv_15,vv_16,vv_17,vv_18,vv_19,vv_20,vv_21,vv_22,vv_23,vv_24,vv_25,vv_26,vv_27,vh_1,vh_2,vh_3,vh_4,vh_5,vh_6,vh_7,vh_8,vh_9,vh_10,vh_11,vh_12,vh_13,vh_14,vh_15,vh_16,vh_17,vh_18,vh_19,vh_20,vh_21,vh_22,vh_23,vh_24,vh_25,vh_26,vh_27,rvi_1,rvi_2,rvi_3,rvi_4,rvi_5,rvi_6,rvi_7,rvi_8,rvi_9,rvi_10,rvi_11,rvi_12,rvi_13,rvi_14,rvi_15,rvi_16,rvi_17,rvi_18,rvi_19,rvi_20,rvi_21,rvi_22,rvi_23,rvi_24,rvi_25,rvi_26,rvi_27
0,0.008986821398139,0.007270023692399263,0.012202857062220573,0.05778031796216965,0.06233294680714607,0.08857989311218262,0.08157876133918762,0.051167286932468414,0.25002753734588623,0.17438769340515137,0.1391257494688034,0.168881356716156,0.04087986424565315,0.03419399634003639,0.07250245660543442,0.04660879075527191,0.07959572225809097,0.0839277133345604,0.04691333323717117,0.2195471227169037,0.1230071559548378,0.03144075348973274,0.047008268535137177,0.12199409306049347,0.036792024970054626,0.4001893103122711,0.19746722280979156,0.006322537548840046,0.003326340578496456,0.004771263804286718,0.008566918782889843,0.00780616607517004,0.008473736234009266,0.007438048254698515,0.0037028391379863024,0.01332895178347826,0.011501132510602474,0.025346333160996437,0.014065640047192574,0.019262155517935753,0.022870125249028206,0.021711206063628197,0.023389017209410667,0.02396262064576149,0.02210059016942978,0.017388828098773956,0.06043555215001106,0.06289445608854294,0.016909271478652954,0.01067766547203064,0.02019319124519825,0.006643577478826046,0.03400597348809242,0.009960155002772808,1.2656655385301383,1.0400621669208228,0.9533299726637573,0.4819925714077718,0.4196780007406201,0.3336451666164538,0.3199628075901172,0.26066762476278127,0.19725765870972228,0.23970582546737348,0.5669445715125903,0.29547614097070535,1.0562156184209446,1.240962792176712,0.808629293147758,1.090634477350166,0.8114495600131333,0.7417948928214941,0.9239321828345337,0.7645741718508535,1.1008111301984054,1.1280706679172412,0.668372443693197,0.5261907530455525,0.5630799545721066,0.30076014969143977,0.1874021122736968
1,0.007966708391904831,0.03626243770122528,0.007039259187877178,0.017164718359708786,0.024917883798480034,0.03390814736485481,0.03930656611919403,0.023896362632513046,0.21994775533676147,0.17664805054664612,0.0456354133784771,0.07991216331720352,0.048138514161109924,0.09058066457509995,0.02584323287010193,0.06748306006193161,0.10420706868171692,0.0873551070690155,0.061558451503515244,0.09104027599096298,0.14509963989257812,0.09337487071752548,0.12814195454120636,0.08924940228462219,0.18600371479988098,0.10698763281106949,0.0653434693813324,0.0027452039066702127,0.008613656274974346,0.004102545324712992,0.004070570692420006,0.005302575882524252,0.0029652900993824005,0.0032020953949540854,0.013042067177593708,0.02684086747467518,0.036741726100444794,0.017573457211256027,0.046527422964572906,0.02380458079278469,0.021506929770112038,0.008651891723275185,0.029231874272227287,0.032008491456508636,0.020316915586590767,0.029667915776371956,0.049618467688560486,0.049645502120256424,0.036581382155418396,0.05869508534669876,0.010208859108388424,0.013636235147714615,0.004597976803779602,0.010887907817959785,0.884043321269297,0.6901658295376591,1.1706944402398063,0.6893604576920677,0.6373101900475998,0.3084670435355721,0.2897414733449393,1.135938132520814,0.4107036897123571,0.6266334266902167,0.9449332875762614,1.1701750518603304,1.082637819827859,0.6899535239326487,0.8683761971939103,1.0098891943751005,0.8221171474910838,0.6798414036740651,1.0685880183514584,1.135193828196405,0.8801832850446869,0.9544195742625032,1.040669759545975,0.3889363774919297,0.2637206293831553,0.16139172777422447,0.528938126446454
2,0.029800036922097206,0.053015656769275665,0.024547286331653595,0.08852081000804901,0.1298757642507553,0.02564322017133236,0.18427774310112,0.2130478173494339,0.18205825984477997,0.2608676850795746,0.06730315089225769,0.19296890497207642,0.06727907061576843,0.11856790632009506,0.06548373401165009,0.05732313171029091,0.08934798091650009,0.06932415068149567,0.09823794662952423,0.18832997977733612,0.26957300305366516,0.12144356220960617,0.18871094286441803,0.13636276125907898,0.12086473405361176,0.11515854299068451,0.17384977638721466,0.004081381019204855,0.007418536581099033,0.0042214589193463326,0.007063431665301323,0.012792662717401981,0.004457793198525906,0.009807925671339035,0.009558501653373241,0.010536069050431252,0.0169846024364233,0.014806417748332024,0.024824194610118866,0.012878453359007835,0.024776121601462364,0.019550934433937073,0.020877154543995857,0.014892344363033772,0.030565759167075157,0.04587848484516144,0.06239645928144455,0.08125223219394684,0.031482622027397156,0.0325021930038929,0.030799411237239838,0.028669161722064018,0.01084718108177185,0.023678237572312355,0.45189045372044756,0.45989237841871256,0.5421792869637312,0.28445854247900176,0.34221038896203404,0.5467572043436593,0.1969624315051254,0.16802817994086697,0.212754400217935,0.2369215439895838,0.6530358630390359,0.4291534924742278,0.5887721408774937,0.6287926911837586,0.8070495401845478,0.9142895115915792,0.5290683670929154,1.0196591605317493,1.0513285211768628,0.86273907480414,0.8120770796172591,0.7338298220556608,0.5428187368560782,0.6656459427162501,0.68946990490469,0.3291846311988846,0.449835149380094
3,0.014224614948034286,0.015644621104002,0.0113476337864995,0.01175196748226881,0.011471891775727272,0.011264593340456486,0.010076107457280159,0.010481982491910458,0.01780611462891102,0.012018679641187191,0.011741647496819496,0.011663157492876053,0.01030744705349207,0.00856708362698555,0.01294405572116375,0.03157784044742584,0.01934620924293995,0.012439897283911705,0.015258055180311203,0.010460047982633114,0.024345094338059425,0.013585707172751427,0.013861416839063168,0.013321921229362488,0.028006503358483315,0.016149219125509262,0.020831873640418053,0.0027932177763432264,0.0049861096777021885,0.0037597629707306623,0.0033249252010136843,0.003561783814802766,0.002984080696478486,0.003838571486994624,0.0043365671299397945,0.005029180087149143,0.004411173053085804,0.0035658457782119513,0.005763250403106213,0.003491560695692897,0.004589880350977182,0.0037987774703651667,0.004109775647521019,0.004868929274380207,0.004184195306152105,0.004396042320877314,0.004144893493503332,0.004634841810911894,0.0032799008768051863,0.00515225762501359,0.005172020755708218,0.006121983751654625,0.004526491742581129,0.004710805136710405,0.6002451677290934,0.8418455598160505,0.8627573363595269,0.7788061927819666,0.8278417143450723,0.744846251711777,0.9390013879621366,0.9845079597996843,0.7779144334760189,0.9185270746213064,0.816076647606924,1.0822403894056705,0.8747488009618218,1.1260154007013383,0.7979866140807315,0.4333043122669101,0.7188875480762505,0.8709102719256471,0.7883004733909261,0.9607059348647294,0.5863467224877842,0.6981662167753768,0.925469888311113,0.9494223360997317,0.6499890701160161,0.7739391426389806,0.6662230202234292
4,0.06034240126609802,0.053863774985075,0.05516241118311882,0.1547195017337799,0.15712007880210876,0.2663554847240448,0.18689008057117462,0.2533130943775177,0.05850798264145851,0.03899760544300079,0.05910598114132881,0.020578911527991295,0.13590426743030548,0.042103491723537445,0.08897596597671509,0.05612755939364433,0.10179312527179718,0.22329860925674438,0.224533811211586,0.05800383538007736,0.09213155508041382,0.08546346426010132,0.13412682712078094,0.23029592633247375,0.10260703414678574,0.269098699092865,0.2452961504459381,0.005783500615507364,0.008009158074855804,0.004165965132415295,0.005834203213453293,0.008340870030224323,0.011557447724044323,0.01992371864616871,0.02815236896276474,0.01769687980413437,0.02456766925752163,0.010526040568947792,0.01704523339867592,0.030774135142564774,0.01711260713636875,0.022503795102238655,0.02037263661623001,0.03207404911518097,0.03863072767853737,0.046441055834293365,0.011593246832489967,0.02745022252202034,0.0152156762778759,0.015020962804555893,0.007323563098907471,0.007211257237941027,0.025045210495591164,0.021041177213191986,0.3341986253362404,0.4831079610066804,0.2708342272811569,0.14268672657837714,0.19649157044487384,0.16285069484751546,0.3663146164776,0.3795474581336491,0.8139359469380124,1.2109132361692272,0.5570924069538409,1.340214109482863,0.6668734088478063,0.9747102640389984,0.7213699851204266,0.9124340573947264,0.8357220493163603,0.5447028831852881,0.6240356953592089,0.608284682716506,0.8059582663742857,0.5569705706575175,0.3820237418048626,0.12136751487982417,0.25389112666374664,0.3257621973901839,0.3032685221792493
5,0.014155255630612373,0.018120435997843742,0.013820495456457138,0.01842499151825905,0.011251196265220642,0.013174587860703468,0.016621582210063934,0.008487183600664139,0.015357534401118755,0.014161285012960434,0.012648100964725018,0.013923926278948784,0.008439317345619202,0.01639343798160553,0.017121559008955956,0.04032018035650253,0.012854875065386295,0.014278997667133808,0.019559938460588455,0.011163700371980667,0.013330095447599888,0.015414688736200333,0.0173414908349514,0.01123758777976036,0.012901093810796738,0.00922456756234169,0.013236800208687782,0.003849849570542574,0.003987049218267202,0.005601487122476101,0.0060441503301262856,0.0042288159020245075,0.006030555814504623,0.005508371163159609,0.0047243861481547356,0.004337780177593231,0.004145647399127483,0.005386496428400278,0.0047128829173743725,0.004245740827172995,0.0050239055417478085,0.005088279023766518,0.005323787219822407,0.0051359995268285275,0.00442767096683383,0.004171364940702915,0.004244325216859579,0.0036292262375354767,0.00501153664663434,0.005108377430588007,0.0049058375880122185,0.003868252970278263,0.004482205957174301,0.00473385863006115,0.7583489940449247,0.653110844228655,0.9731612310743899,0.8573749476337603,0.9315821832892153,1.0403021857180839,0.8628764575954652,1.1464511243819961,0.7779360488405631,0.7966734004091144,1.0005052045516878,0.8743194932097546,1.0920145766537412,0.8208958757759145,0.8046082405724627,0.4384972069489219,0.9652514930551278,0.8271599768723177,0.6383215878867704,0.9378907324360218,0.7588884548896243,0.852542625662245,0.7999548738451533,1.0141826366304314,0.8093081370189598,1.0730549258320714,0.9043171835420557
6,0.29144081473350525,0.3775883913040161,0.30745694041252136,0.32908788323402405,0.29732710123062134,0.4195525050163269,0.36410966515541077,0.2320292592048645,0.3096082806587219,0.24514982104301453,0.34379708766937256,0.2242165207862854,0.33022090792655945,0.30198684334754944,0.31273311376571655,0.23408858478069305,0.23223720490932465,0.2274065613746643,0.2400387078523636,0.35584062337875366,0.2924462556838989,0.2543957233428955,0.20226486027240753,0.1780482828617096,0.21176421642303467,0.2492353618144989,0.2653898000717163,0.058508940041065216,0.1424839347600937,0.0535450279712677,0.0659320279955864,0.14510612189769745,0.059494420886039734,0.06453924626111984,0.10757908225059509,0.06033174321055412,0.1397959440946579,0.04456174746155739,0.12723881006240845,0.050494253635406494,0.12031754106283188,0.05589668080210686,0.13550561666488647,0.05356134474277496,0.049212563782930374,0.12145982682704926,0.09768514335155487,0.08515351265668869,0.04613937810063362,0.139183908700943,0.08049978315830231,0.08455479145050049,0.08335582166910172,0.06589078158140182,0.610307725752388,0.9337692989118386,0.5475287606162994,0.6093739590755514,1.0754528573733864,0.4649029539565054,0.5550695408733711,1.0473496208637316,0.5967812484804358,1.159233795161356,0.43184064560147484,1.1566665927290485,0.4940876213536445,0.9637060039785047,0.5586596363124509,1.1671312107164324,0.6757519857875257,0.6452294364512616,1.0951496713995648,0.7631560005691695,0.7938492026017699,0.564993986986032,1.2549340768106638,1.0335027970845037,0.964906507715902,0.8678300010920246,0.7120865683563058
7,0.009175864979624748,0.01201715786010027,0.007277373690158129,0.05572017282247543,0.05202677845954895,0.02188916504383087,0.12458322197198868,0.0803065299987793,0.22411927580833435,0.26441842317581177,0.06724447011947632,0.07780665159225464,0.10191790759563446,0.153798907995224,0.041175276041030884,0.025340378284454346,0.11356309801340103,0.08458347618579865,0.03776705637574196,0.13336268067359924,0.13925138115882874,0.14031361043453217,0.1740070879459381,0.01932241953909397,0.015909384936094284,0.1613142043352127,0.09099186211824417,0.0030541769228875637,0.004347981885075569,0.0032133180648088455,0.008092556148767471,0.007191169075667858,0.003655914915725589,0.005799034144729376,0.005433058366179466,0.019725603982806206,0.018306316807866096,0.017593223601579666,0.02060813456773758,0.019916923716664314,0.02209283411502838,0.012402158230543137,0.01608853042125702,0.03493454307317734,0.029751231893897057,0.02365878038108349,0.10005796700716019,0.061630669981241226,0.08276013284921646,0.06197218596935272,0.004424878861755133,0.004448432009667158,0.011298048309981823,0.016850372776389122,0.8652383737014699,0.9106867611147887,1.020457343605188,0.47401377590948496,0.4552950537738412,0.5299193394799363,0.17390725447247915,0.24530573464279448,0.3102126082282907,0.25047310572742376,0.7384998658871005,0.7447602792150069,0.5980676356634438,0.46980742189613184,0.8117132788441818,1.2148640311488228,0.8229137938468664,0.8952422670232918,1.208042714558793,1.2960445181769595,1.0217506783387886,1.1769510150571327,0.9020476626855839,0.6723119281060055,0.7726749559242544,0.253100086468959,0.5740998872766664
8,0.012707271613180637,0.016797201707959175,0.01280070561915636,0.010044247843325138,0.008981999941170216,0.008871102705597878,0.010046928189694881,0.0090724416077137,0.012103436514735222,0.009469574317336082,0.01374091301113367,0.01001070998609066,0.011791416443884373,0.01172981783747673,0.012547510676085949,0.019783293828368187,0.014988746494054794,0.012989599257707596,0.01706685870885849,0.011591196060180664,0.02055498957633972,0.013902158476412296,0.013370776548981667,0.010940995067358017,0.024421723559498787,0.016359252855181694,0.017002355307340622,0.004100706893950701,0.004704101476818323,0.0038520502857863903,0.0033439057879149914,0.005095999222248793,0.0032572883646935225,0.004485934041440487,0.004005040507763624,0.0036403448320925236,0.004244422074407339,0.0033762140665203333,0.004280627239495516,0.004330419469624758,0.004210233688354492,0.004111194517463446,0.005309281405061483,0.0055757244117558,0.004015358630567789,0.00531041668727994,0.004599668085575104,0.004531279671937227,0.005166740622371435,0.003871293505653739,0.0035967910662293434,0.004265125375241041,0.004498208872973919,0.004394664894789457,0.8485386916368004,0.7734958129466232,0.8112219998070033,0.8653498118685338,1.156550140562101,0.9187560564162043,1.0266036151416815,1.0203350204749218,0.8109485273402697,1.0287213137906182,0.7068893670449339,1.0027450834451281,0.9188639265197395,0.906310988783768,0.8567319037599248,0.7514968840816628,0.925907577227977,0.8255034009596652,0.8290000897033943,0.9614917630123115,0.6540114786651425,0.9253996642388107,0.790879462329847,0.8585314318970511,0.5487261775370015,0.7639926117794211,0.7323359510702057
9,0.030857112258672714,0.05713358521461487,0.04674902558326721,0.07476568967103958,0.08643294125795364,0.12337499856948853,0.14194254577159882,0.2044786512851715,0.007621250115334988,0.013315867632627487,0.03974524140357971,0.03141249343752861,0.20583607256412506,0.14625608921051025,0.11704622209072113,0.16313223540782928,0.06887734681367874,0.03528030589222908,0.05997315049171448,0.0839296281337738,0.11007127910852432,0.04025886207818985,0.05855360999703407,0.06401839852333069,0.05910521373152733,0.08845113962888718,0.20469774305820465,0.023959288373589516,0.03383929282426834,0.02376573719084263,0.046847160905599594,0.03010978177189827,0.08953241258859634,0.05898585170507431,0.05089063569903374,0.0023026904091238976,0.005589242558926344,0.003674367442727089,0.005273923277854919,0.010510909371078014,0.009717986918985844,0.023981189355254173,0.02658338099718094,0.02264232560992241,0.01793726719915867,0.029237566515803337,0.03944236412644386,0.05362725630402565,0.02711290866136551,0.042238231748342514,0.0473586767911911,0.04033008590340614,0.022781865671277046,0.06121284142136574,1.3117339928942704,1.1791229898869027,1.0976843927749484,1.2081621812556416,0.8899784759681533,1.2804649357553357,0.9869659281130675,0.7132944704743867,0.8133592713704093,0.9924962253171062,0.32385923458437826,0.5320924077098383,0.18955479047091403,0.24133185265370335,0.6196609208707452,0.5197392063022926,0.8585143171610133,1.0977408906933481,1.0748654445511234,1.0547650041117556,1.074522181732497,1.244371073043263,1.277628192035015,1.2894907753206795,1.2508094516814505,0.7305509129072165,0.8078963032382559
